f_property_type,f_room_type,f_room_type2,f_neighbourhood_cleansed,f_bathrooms_text,n_accommodates,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_beds,n_days_since,d_stove,d_hdtv,d_tv,d_conditioning,d_soundsystem,d_refrigerator,d_shampoo,d_soap,d_oven,d_toiletries,d_speaker,d_fan,d_heating,d_breakfast,d_table,d_dishwasher,d_dryer,d_elevator,d_fitness,d_parking,d_garage,d_wifi,d_game,d_garden,d_gym,d_restaurant,d_bar,d_washer,d_barbeque,d_bbq,price,id,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,property_type,ln_price
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,2,96,19,0.17,30,1,3445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,98663,Chelsea,Manhattan,Entire home/apt,Entire apartment,4.867534450455582
Entire apartment,Entire home/apt,Entire/Apt,Lower East Side,1 bath,2,86,28,0.24,30,1,3488,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,99662,Lower East Side,Manhattan,Entire home/apt,Entire apartment,4.90527477843843
Private room in apartment,Private room,Private,Washington Heights,1 shared bath,2,94,151,1.3,30,1,3494,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,49,100002,Washington Heights,Manhattan,Private room,Private room in apartment,3.8918202981106265
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,4,97,33,0.29,30,2,3435,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,167,100368,Chelsea,Manhattan,Entire home/apt,Entire apartment,5.117993812416755
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,3,93,45,0.39,30,3,3484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212,102995,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.356586274672012
Private room in apartment,Private room,Private,Gramercy,1 bath,2,87,4,0.04,30,1,3371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,103557,Gramercy,Manhattan,Private room,Private room in apartment,5.0106352940962555
Private room in apartment,Private room,Private,Harlem,1 shared bath,2,98,150,6.97,30,0,645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,105790,Harlem,Manhattan,Private room,Private room in apartment,4.382026634673881
Private room in apartment,Private room,Private,Harlem,1.5 baths,1,97,417,3.58,5,1,3495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,75,106363,Harlem,Manhattan,Private room,Private room in apartment,4.31748811353631
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,2,92,59,0.56,30,1,3150,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,107895,Upper West Side,Manhattan,Entire home/apt,Entire apartment,4.605170185988092
Private room in apartment,Private room,Private,Harlem,1 bath,2,100,1,0.02,30,1,1805,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,112304,Harlem,Manhattan,Private room,Private room in apartment,4.499809670330265
Private room in apartment,Private room,Private,Harlem,1 shared bath,1,96,37,0.32,30,1,3490,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,65,115535,Harlem,Manhattan,Private room,Private room in apartment,4.174387269895637
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,4,90,170,1.46,30,2,3484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,70,116551,Harlem,Manhattan,Entire home/apt,Entire apartment,4.248495242049359
Private room in apartment,Private room,Private,Upper West Side,2 baths,1,73,3,0.03,30,1,3427,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,126816,Upper West Side,Manhattan,Private room,Private room in apartment,4.442651256490317
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,5,93,131,1.13,30,2,3474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,143,128975,Harlem,Manhattan,Entire home/apt,Entire apartment,4.962844630259907
Private room in apartment,Private room,Private,Hell's Kitchen,1 shared bath,1,97,74,1,7,1,2227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,55,132661,Hell's Kitchen,Manhattan,Private room,Private room in apartment,4.007333185232471
Private room in apartment,Private room,Private,Murray Hill,1 shared bath,1,97,134,1.16,4,0,3471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,68,133025,Murray Hill,Manhattan,Private room,Private room in apartment,4.219507705176107
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,1,96,10,0.09,5,1,3380,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,112,135706,Chelsea,Manhattan,Entire home/apt,Entire apartment,4.718498871295094
Entire apartment,Entire home/apt,Entire/Apt,East Village,Half-bath,4,94,78,0.68,30,3,3449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,225,140973,East Village,Manhattan,Entire home/apt,Entire apartment,5.41610040220442
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,2,92,22,0.2,30,1,3369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,142069,East Village,Manhattan,Entire home/apt,Entire apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,5,97,21,0.18,30,3,3449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,259,144087,Harlem,Manhattan,Entire home/apt,Entire apartment,5.556828061699537
Private room in apartment,Private room,Private,East Village,1 bath,2,91,32,0.42,30,1,2287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,144148,East Village,Manhattan,Private room,Private room in apartment,4.204692619390966
Entire apartment,Entire home/apt,Entire/Apt,Greenwich Village,1 bath,4,98,18,0.16,30,1,3420,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,148201,Greenwich Village,Manhattan,Entire home/apt,Entire apartment,5.1647859739235145
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,4,94,218,2.07,2,2,3154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150,148825,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.0106352940962555
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,4,NA,0,NA,30,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,250,149287,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.521460917862246
Entire apartment,Entire home/apt,Entire/Apt,Lower East Side,1 bath,4,100,27,0.24,4,3,3403,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,300,150804,Lower East Side,Manhattan,Entire home/apt,Entire apartment,5.703782474656201
Private room in apartment,Private room,Private,Harlem,1 shared bath,1,94,124,1.08,30,1,3454,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,58,152259,Harlem,Manhattan,Private room,Private room in apartment,4.060443010546419
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,8,96,230,2.05,2,6,3364,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,300,152263,Harlem,Manhattan,Entire home/apt,Entire apartment,5.703782474656201
Private room in apartment,Private room,Private,Harlem,NA,1,88,38,0.35,30,1,3227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,154934,Harlem,Manhattan,Private room,Private room in apartment,4.31748811353631
Private room in apartment,Private room,Private,Chelsea,1 shared bath,2,97,30,1.32,30,2,682,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,150,159913,Chelsea,Manhattan,Private room,Private room in apartment,5.0106352940962555
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,5,80,333,2.94,2,4,3398,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,129,163814,East Village,Manhattan,Entire home/apt,Entire apartment,4.859812404361672
Private room in apartment,Private room,Private,SoHo,1 shared bath,2,93,80,0.7,2,1,3422,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,151,164989,SoHo,Manhattan,Private room,Private room in apartment,5.017279836814924
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,7,93,189,1.66,31,3,3422,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,250,166006,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.521460917862246
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,4,92,11,0.1,65,1,3299,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,168810,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.1647859739235145
Entire apartment,Entire home/apt,Entire/Apt,East Harlem,1 bath,2,100,15,0.13,30,1,3391,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,170420,East Harlem,Manhattan,Entire home/apt,Entire apartment,4.3694478524670215
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,2,96,19,0.17,14,2,3382,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,200,171562,Chelsea,Manhattan,Entire home/apt,Entire apartment,5.298317366548036
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,2 baths,4,95,26,0.23,365,3,3330,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,250,172499,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.521460917862246
Private room in apartment,Private room,Private,East Village,1 shared bath,1,94,50,0.45,30,1,3315,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,176653,East Village,Manhattan,Private room,Private room in apartment,4.605170185988092
Entire condominium,Entire home/apt,Entire/Apt,Chelsea,1.5 baths,4,100,10,0.29,30,2,1021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,550,177495,Chelsea,Manhattan,Entire home/apt,Entire condominium,6.309918278226516
Entire apartment,Entire home/apt,Entire/Apt,Nolita,1 bath,6,99,16,0.14,1,3,3334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,99,179741,Nolita,Manhattan,Entire home/apt,Entire apartment,4.59511985013459
Entire apartment,Entire home/apt,Entire/Apt,East Harlem,1 bath,3,95,115,1.03,30,1,3363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,95,182069,East Harlem,Manhattan,Entire home/apt,Entire apartment,4.553876891600541
Entire apartment,Entire home/apt,Entire/Apt,West Village,1 bath,4,94,66,0.58,30,2,3405,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,165,182095,West Village,Manhattan,Entire home/apt,Entire apartment,5.10594547390058
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1.5 baths,4,90,2,0.02,30,2,3390,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,187986,Chelsea,Manhattan,Entire home/apt,Entire apartment,5.521460917862246
Entire apartment,Entire home/apt,Entire/Apt,East Village,1 bath,2,97,63,0.57,30,1,3302,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,188674,East Village,Manhattan,Entire home/apt,Entire apartment,5.10594547390058
Private room in apartment,Private room,Private,Hell's Kitchen,1 shared bath,3,94,101,0.95,30,1,3203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,106,189135,Hell's Kitchen,Manhattan,Private room,Private room in apartment,4.663439094112067
Entire apartment,Entire home/apt,Entire/Apt,Theater District,1.5 baths,3,100,55,0.49,30,1,3396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,191541,Theater District,Manhattan,Entire home/apt,Entire apartment,6.1092475827643655
Private room in apartment,Private room,Private,Washington Heights,1.5 shared baths,2,92,232,2.05,30,1,3399,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,75,195123,Washington Heights,Manhattan,Private room,Private room in apartment,4.31748811353631
Private room in apartment,Private room,Private,Harlem,1 shared bath,3,95,320,3.44,2,1,2790,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,68,197753,Harlem,Manhattan,Private room,Private room in apartment,4.219507705176107
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,2,95,94,0.83,30,1,3384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91,197931,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,4.51085950651685
Entire apartment,Entire home/apt,Entire/Apt,Stuyvesant Town,1 bath,2,88,21,0.19,30,1,3373,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,125,200955,Stuyvesant Town,Manhattan,Entire home/apt,Entire apartment,4.8283137373023015
Entire apartment,Entire home/apt,Entire/Apt,Upper East Side,1 bath,4,100,8,0.07,30,1,3390,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,203901,Upper East Side,Manhattan,Entire home/apt,Entire apartment,5.247024072160486
Private room in apartment,Private room,Private,Theater District,1 bath,4,96,399,6.27,1,1,1908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,109,205043,Theater District,Manhattan,Private room,Private room in apartment,4.6913478822291435
Entire apartment,Entire home/apt,Entire/Apt,Lower East Side,1 bath,2,94,34,0.3,30,1,3384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,208122,Lower East Side,Manhattan,Entire home/apt,Entire apartment,4.8283137373023015
Private room in apartment,Private room,Private,West Village,1 shared bath,1,100,10,0.16,30,2,1867,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,80,212109,West Village,Manhattan,Private room,Private room in apartment,4.382026634673881
Entire apartment,Entire home/apt,Entire/Apt,Theater District,1 bath,2,97,201,1.78,2,1,3378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,225,212178,Theater District,Manhattan,Entire home/apt,Entire apartment,5.41610040220442
Private room in apartment,Private room,Private,Lower East Side,2 baths,2,99,27,0.4,6,1,2037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,151,213330,Lower East Side,Manhattan,Private room,Private room in apartment,5.017279836814924
Private room in apartment,Private room,Private,Harlem,1 shared bath,1,93,22,0.31,90,1,2143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,218358,Harlem,Manhattan,Private room,Private room in apartment,4.0943445622221
Entire condominium,Entire home/apt,Entire/Apt,East Village,1 bath,2,91,154,1.38,30,1,3355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,99,220946,East Village,Manhattan,Entire home/apt,Entire condominium,4.59511985013459
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,2,96,34,0.31,31,1,3336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,222304,Chelsea,Manhattan,Entire home/apt,Entire apartment,4.248495242049359
Entire apartment,Entire home/apt,Entire/Apt,Lower East Side,1 bath,5,93,223,2.03,30,2,3299,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,170,222913,Lower East Side,Manhattan,Entire home/apt,Entire apartment,5.135798437050262
Private room in apartment,Private room,Private,Harlem,1 shared bath,2,92,68,0.61,30,1,3344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,80,224004,Harlem,Manhattan,Private room,Private room in apartment,4.382026634673881
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,2,91,101,0.9,30,2,3364,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,227495,Upper West Side,Manhattan,Entire home/apt,Entire apartment,4.700480365792417
Private room in apartment,Private room,Private,Hell's Kitchen,1 shared bath,1,97,57,0.51,30,1,3348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,228979,Hell's Kitchen,Manhattan,Private room,Private room in apartment,4.867534450455582
Entire apartment,Entire home/apt,Entire/Apt,East Harlem,1 bath,2,98,115,1.03,30,1,3362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,230877,East Harlem,Manhattan,Entire home/apt,Entire apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,Hell's Kitchen,1 bath,2,91,89,0.8,30,1,3335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,233189,Hell's Kitchen,Manhattan,Entire home/apt,Entire apartment,4.442651256490317
Entire apartment,Entire home/apt,Entire/Apt,Harlem,1 bath,2,82,73,0.66,30,2,3328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,79,234330,Harlem,Manhattan,Entire home/apt,Entire apartment,4.3694478524670215
Private room in apartment,Private room,Private,West Village,1 shared bath,3,98,86,0.78,30,1,3328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,110,235651,West Village,Manhattan,Private room,Private room in apartment,4.700480365792417
Entire condominium,Entire home/apt,Entire/Apt,Midtown,1 bath,2,94,145,1.3,10,1,3343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,125,235951,Midtown,Manhattan,Entire home/apt,Entire condominium,4.8283137373023015
Entire apartment,Entire home/apt,Entire/Apt,Lower East Side,1 bath,3,93,102,0.91,3,1,3350,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,235960,Lower East Side,Manhattan,Entire home/apt,Entire apartment,4.74493212836325
Entire apartment,Entire home/apt,Entire/Apt,Gramercy,1 bath,3,NA,0,NA,30,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,295,239826,Gramercy,Manhattan,Entire home/apt,Entire apartment,5.68697535633982
Entire apartment,Entire home/apt,Entire/Apt,West Village,1 bath,2,97,42,0.38,2,1,3341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,175,241862,West Village,Manhattan,Entire home/apt,Entire apartment,5.1647859739235145
Private room in apartment,Private room,Private,Upper West Side,1 shared bath,1,NA,0,NA,2,1,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,244649,Upper West Side,Manhattan,Private room,Private room in apartment,3.912023005428146
Entire apartment,Entire home/apt,Entire/Apt,Gramercy,1 bath,2,85,5,0.05,1,1,2901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,246351,Gramercy,Manhattan,Entire home/apt,Entire apartment,4.9344739331306915
Entire apartment,Entire home/apt,Entire/Apt,West Village,2 baths,8,91,154,1.38,4,4,3335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,630,248871,West Village,Manhattan,Entire home/apt,Entire apartment,6.4457198193855785
Entire apartment,Entire home/apt,Entire/Apt,West Village,1 bath,2,97,6,0.11,4,1,1635,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,246,249414,West Village,Manhattan,Entire home/apt,Entire apartment,5.5053315359323625
Private room in apartment,Private room,Private,Washington Heights,1 bath,1,75,4,0.05,60,1,2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,249618,Washington Heights,Manhattan,Private room,Private room in apartment,4.8283137373023015
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,4,94,45,0.41,30,2,3324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,100,249804,Upper West Side,Manhattan,Entire home/apt,Entire apartment,4.605170185988092
Entire apartment,Entire home/apt,Entire/Apt,Chinatown,1 bath,2,88,49,0.48,30,1,3044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,250323,Chinatown,Manhattan,Entire home/apt,Entire apartment,4.804021044733257
Entire apartment,Entire home/apt,Entire/Apt,Harlem,2 baths,6,NA,0,NA,30,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,250537,Harlem,Manhattan,Entire home/apt,Entire apartment,5.991464547107982
Private room in apartment,Private room,Private,Greenwich Village,1 private bath,6,98,132,1.19,3,4,3322,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,700,250801,Greenwich Village,Manhattan,Private room,Private room in apartment,6.551080335043404
Private room in apartment,Private room,Private,Upper West Side,2 baths,1,99,130,2.65,2,1,1471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140,251277,Upper West Side,Manhattan,Private room,Private room in apartment,4.941642422609304
Entire apartment,Entire home/apt,Entire/Apt,Upper West Side,1 bath,2,95,22,0.25,2,0,2610,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,175,253590,Upper West Side,Manhattan,Entire home/apt,Entire apartment,5.1647859739235145
Entire condominium,Entire home/apt,Entire/Apt,Nolita,2 baths,4,99,26,0.24,30,2,3289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,495,255957,Nolita,Manhattan,Entire home/apt,Entire condominium,6.20455776256869
Entire apartment,Entire home/apt,Entire/Apt,West Village,1 bath,3,95,47,0.43,5,1,3264,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,206,258688,West Village,Manhattan,Entire home/apt,Entire apartment,5.327876168789581
Entire apartment,Entire home/apt,Entire/Apt,Chelsea,1 bath,3,100,10,0.1,365,2,2938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,195,258690,Chelsea,Manhattan,Entire home/apt,Entire apartment,5.272999558563747
Private room in apartment,Private room,Private,Harlem,1 shared bath,2,97,143,2.1,1,1,2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,58,258740,Harlem,Manhattan,Private room,Private room in apartment,4.060443010546419
Entire apartment,Entire home/apt,Entire/Apt,Chinatown,1 bath,3,93,4,0.04,30,1,3266,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,258930,Chinatown,Manhattan,Entire home/apt,Entire apartment,4.553876891600541
Entire apartment,Entire home/apt,Entire/Apt,West Village,1 bath,2,91,11,0.1,7,0,3295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,261259,West Village,Manhattan,Entire home/apt,Entire apartment,4.976733742420574
Private room in apartment,Private room,Private,Chelsea,1 bath,2,99,20,0.26,30,1,2334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,261674,Chelsea,Manhattan,Private room,Private room in apartment,4.553876891600541
Entire apartment,Entire home/apt,Entire/Apt,West Village,2 baths,4,95,8,0.09,30,2,2535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,375,261781,West Village,Manhattan,Entire home/apt,Entire apartment,5.926926025970411
Entire apartment,Entire home/apt,Entire/Apt,Lower East Side,1 bath,2,93,65,0.59,30,1,3315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,262343,Lower East Side,Manhattan,Entire home/apt,Entire apartment,4.48863636973214
Private room in apartment,Private room,Private,Lower East Side,1 shared bath,2,98,11,0.28,30,1,1179,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,120,262478,Lower East Side,Manhattan,Private room,Private room in apartment,4.787491742782046
Entire apartment,Entire home/apt,Entire/Apt,West Village,1 bath,4,89,189,1.73,3,2,3285,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,159,262583,West Village,Manhattan,Entire home/apt,Entire apartment,5.0689042022202315
